,Drive Name,Size,"Disk Rating
(higher is better)","Rank
(lower is better)","Drive Value
(higher is better)","Price
(USD)",lien,Sequential Read,Sequential Write,Random Seek Read Write (IOPS 32KQD20),IOPS 4KQD1
0,Acer SSD FA100 1TB,953.9 GB,"20,813",1072,166.51,$124.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Acer%20SSD%20FA100%20256GB&id=30823,"1,508 MBytes/Sec","1,072 MBytes/Sec",905 MBytes/Sec,59 MBytes/Sec
1,Acer SSD FA100 256GB,238.5 GB,"12,593",2153,629.96,$19.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Acer%20SSD%20FA100%20512GB&id=29601,"2,467 MBytes/Sec","1,500 MBytes/Sec",990 MBytes/Sec,63 MBytes/Sec
2,Acer SSD FA100 512GB,476.9 GB,"17,385",1456,579.69,$29.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Acer%20SSD%20RE100%202.5%20256GB&id=29936,473 MBytes/Sec,344 MBytes/Sec,182 MBytes/Sec,27 MBytes/Sec
3,Acer SSD SA100 240GB,223.6 GB,"3,491",4889,174.64,$19.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Acer%20SSD%20SA100%20480GB&id=28598,479 MBytes/Sec,318 MBytes/Sec,177 MBytes/Sec,24 MBytes/Sec
4,Acer SSD SA100 480GB,447.1 GB,"3,419",5035,148.74,$22.99,https://www.harddrivebenchmark.net/hdd.php?hdd=ACPI%20SSD2F-M%20SSD%20120GB&id=10807,NA,NA,NA,NA
5,ADATA FALCON,953.9 GB,"18,116",1363,301.99,$59.99,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20FALCON&id=26778,"2,187 MBytes/Sec","1,060 MBytes/Sec","1,127 MBytes/Sec",32 MBytes/Sec
6,ADATA LEGEND 700,953.9 GB,"15,717",1648,157.19,$99.99,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20LEGEND%20700&id=31683,"2,270 MBytes/Sec","1,392 MBytes/Sec",609 MBytes/Sec,35 MBytes/Sec
7,ADATA LEGEND 710,953.9 GB,"17,837",1395,379.52,$47.00,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20LEGEND%20710&id=35067,"3,139 MBytes/Sec","1,633 MBytes/Sec","1,114 MBytes/Sec",57 MBytes/Sec
8,ADATA LEGEND 740,931.5 GB,"21,576",959,479.57,$44.99,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20LEGEND%20740&id=32249,"2,687 MBytes/Sec","1,870 MBytes/Sec","1,739 MBytes/Sec",69 MBytes/Sec
9,ADATA LEGEND 750,931.5 GB,"24,184",716,264.91,$91.29,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20LEGEND%20750&id=30885,"3,111 MBytes/Sec","2,432 MBytes/Sec","1,146 MBytes/Sec",101 MBytes/Sec
10,ADATA LEGEND 800,931.5 GB,"21,103",1042,469.07,$44.99,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20LEGEND%20840&id=29805,"3,570 MBytes/Sec","3,185 MBytes/Sec","2,447 MBytes/Sec",82 MBytes/Sec
11,ADATA LEGEND 840,953.9 GB,"31,390",429,161.07,$194.88,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20LEGEND%20840&id=30192,"3,853 MBytes/Sec","3,068 MBytes/Sec","2,104 MBytes/Sec",89 MBytes/Sec
12,ADATA LEGEND 850 LITE,931.5 GB,"28,557",508,595.07,$47.99,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20LEGEND%20850%20LITE&id=35133,"3,951 MBytes/Sec","2,968 MBytes/Sec","1,187 MBytes/Sec",50 MBytes/Sec
13,ADATA LEGEND 960,953.9 GB,"43,256",151,597.70,$72.37,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20LEGEND%20960&id=34307,"5,371 MBytes/Sec","4,365 MBytes/Sec","2,047 MBytes/Sec",78 MBytes/Sec
14,ADATA Permier SP550 480GB,447.1 GB,"3,918",4099,37.31,$105.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20Permier%20SP550%20960GB&id=20422,436 MBytes/Sec,393 MBytes/Sec,258 MBytes/Sec,34 MBytes/Sec
15,ADATA Permier SP600 32GB,29.8 GB,948,8271,8.30,$114.16*,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20Permier%20SP600%2064GB&id=17990,250 MBytes/Sec,102 MBytes/Sec,74 MBytes/Sec,20 MBytes/Sec
16,ADATA Premier Pro SP900 128GB,119.2 GB,"2,675",6464,11.55,$231.51,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20Premier%20Pro%20SP900%20256GB&id=3397,387 MBytes/Sec,322 MBytes/Sec,288 MBytes/Sec,28 MBytes/Sec
17,ADATA Premier Pro SP900 256GB,238.5 GB,"3,579",4720,41.07,$87.14*,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20Premier%20Pro%20SP900%20512GB&id=19380,494 MBytes/Sec,329 MBytes/Sec,333 MBytes/Sec,24 MBytes/Sec
18,ADATA Premier Pro SP900 64GB,59.6 GB,"2,224",7087,9.59,$231.92,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20Premier%20Pro%20SP900%20M.2%202242%20256GB&id=11093,NA,NA,NA,NA
19,ADATA Premier SP600 128GB,119.2 GB,"2,371",6914,37.85,$62.65*,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20Premier%20SP600%20256GB&id=18890,405 MBytes/Sec,251 MBytes/Sec,168 MBytes/Sec,32 MBytes/Sec
20,ADATA Premier SP600 256GB,238.5 GB,"3,006",5876,13.60,$221.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20Premier%20SP600%20512GB&id=20618,451 MBytes/Sec,311 MBytes/Sec,237 MBytes/Sec,30 MBytes/Sec
21,ADATA S396 30GB,29.8 GB,"1,174",7992,18.19,$64.53*,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20S510%20120GB&id=409,285 MBytes/Sec,194 MBytes/Sec,184 MBytes/Sec,26 MBytes/Sec
22,ADATA S510 120GB,111.8 GB,"2,423",6846,15.78,$153.55*,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20S511%2060GB&id=379,344 MBytes/Sec,152 MBytes/Sec,148 MBytes/Sec,30 MBytes/Sec
23,ADATA S596 Turbo,29.8 GB,956,8256,3.82,$250.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20S599%20115GB&id=3764,NA,NA,NA,NA
24,ADATA SD600,238.5 GB,"2,377",6905,21.61,$110.00,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20SP%20900&id=17845,NA,NA,NA,NA
25,ADATA SP310,59.6 GB,"1,698",7524,13.48,$126.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20SP580&id=21099,454 MBytes/Sec,282 MBytes/Sec,152 MBytes/Sec,19 MBytes/Sec
26,ADATA SP580,111.8 GB,"2,253",7057,56.34,$39.99,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20SP610&id=19325,NA,NA,NA,NA
27,ADATA SP610,238.5 GB,"3,364",5139,18.88,$178.15*,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20SP610&id=19203,423 MBytes/Sec,155 MBytes/Sec,163 MBytes/Sec,29 MBytes/Sec
28,ADATA SU630,223.6 GB,"3,163",5562,134.21,$23.57,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20SU635&id=23923,487 MBytes/Sec,334 MBytes/Sec,314 MBytes/Sec,30 MBytes/Sec
29,ADATA SU635,223.6 GB,"3,300",5286,165.08,$19.99,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20SU650&id=24602,482 MBytes/Sec,413 MBytes/Sec,366 MBytes/Sec,31 MBytes/Sec
30,ADATA SU650,447.1 GB,"3,425",5021,53.56,$63.94*,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20SU650&id=20888,430 MBytes/Sec,278 MBytes/Sec,231 MBytes/Sec,23 MBytes/Sec
31,ADATA SU650,111.8 GB,"3,050",5797,194.99,$15.64,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20SU650NS38&id=25270,517 MBytes/Sec,370 MBytes/Sec,183 MBytes/Sec,35 MBytes/Sec
32,ADATA SU650NS38,223.6 GB,"3,238",5425,68.90,$46.99,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20SU650NS38&id=24954,446 MBytes/Sec,252 MBytes/Sec,169 MBytes/Sec,26 MBytes/Sec
33,ADATA SU655,111.8 GB,"2,865",6155,207.74,$13.79,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20SU655&id=23029,416 MBytes/Sec,122 MBytes/Sec,176 MBytes/Sec,24 MBytes/Sec
34,ADATA SU700,111.8 GB,"2,364",6924,107.45,$22.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20SU720&id=26535,502 MBytes/Sec,372 MBytes/Sec,310 MBytes/Sec,38 MBytes/Sec
35,ADATA SU720,465.8 GB,"4,253",3578,77.35,$54.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20SU720&id=27032,510 MBytes/Sec,314 MBytes/Sec,154 MBytes/Sec,36 MBytes/Sec
36,ADATA SU750,238.5 GB,"4,186",3668,65.42,$63.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20SU750&id=23578,456 MBytes/Sec,327 MBytes/Sec,337 MBytes/Sec,36 MBytes/Sec
37,ADATA SU750,476.9 GB,"4,049",3868,80.32,$50.41,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20SU750&id=23998,467 MBytes/Sec,264 MBytes/Sec,354 MBytes/Sec,32 MBytes/Sec
38,ADATA SU760,476.9 GB,"4,097",3797,81.95,$49.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20SU760&id=25404,424 MBytes/Sec,354 MBytes/Sec,331 MBytes/Sec,33 MBytes/Sec
39,ADATA SU800 M.2 SSD 128GB,119.2 GB,"3,457",4958,58.59,$59.00,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20SU800%20M.2%20SSD%201TB&id=22614,520 MBytes/Sec,465 MBytes/Sec,370 MBytes/Sec,44 MBytes/Sec
40,ADATA SU800 M.2 SSD 1TB,953.9 GB,"4,967",3064,18.33,$270.98,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20SU800%20M.2%20SSD%20256GB&id=13622,508 MBytes/Sec,324 MBytes/Sec,280 MBytes/Sec,37 MBytes/Sec
41,ADATA SU800 M.2 SSD 256GB,238.5 GB,"4,008",3929,24.47,$163.78,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20SU800%20M.2%20SSD%20512GB&id=21301,524 MBytes/Sec,431 MBytes/Sec,317 MBytes/Sec,42 MBytes/Sec
42,ADATA SU800 M.2 SSD 512GB,476.9 GB,"4,527",3295,33.92,$133.45,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20SU800%20SSD%20128GB&id=14140,470 MBytes/Sec,242 MBytes/Sec,181 MBytes/Sec,34 MBytes/Sec
43,ADATA SU800 SSD 128GB,119.2 GB,"3,246",5412,108.25,$29.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20SU800%20SSD%201TB&id=21134,497 MBytes/Sec,422 MBytes/Sec,289 MBytes/Sec,38 MBytes/Sec
44,ADATA SU800 SSD 1TB,953.9 GB,"4,360",3443,39.84,$109.43,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20SU800%20SSD%20256GB&id=12889,477 MBytes/Sec,333 MBytes/Sec,272 MBytes/Sec,38 MBytes/Sec
45,ADATA SU800 SSD 256GB,238.5 GB,"3,933",4068,103.51,$37.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20SU800%20SSD%202TB&id=22814,445 MBytes/Sec,405 MBytes/Sec,345 MBytes/Sec,42 MBytes/Sec
46,ADATA SU800 SSD 2TB,1.9 TB,"4,321",3488,18.79,$229.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20SU800%20SSD%20512GB&id=20909,486 MBytes/Sec,412 MBytes/Sec,304 MBytes/Sec,39 MBytes/Sec
47,ADATA SU800 SSD 512GB,476.9 GB,"4,357",3447,72.63,$59.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20SU810NS38%20128%20GB&id=23417,516 MBytes/Sec,280 MBytes/Sec,190 MBytes/Sec,36 MBytes/Sec
48,ADATA SU900,238.5 GB,"3,833",4238,17.32,$221.35,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20SU900&id=21797,455 MBytes/Sec,312 MBytes/Sec,267 MBytes/Sec,30 MBytes/Sec
49,ADATA SU900,119.2 GB,"3,175",5543,39.69,$79.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20SWORDFISH&id=26393,"1,632 MBytes/Sec","1,202 MBytes/Sec","1,178 MBytes/Sec",44 MBytes/Sec
50,ADATA SWORDFISH,931.5 GB,"12,902",2084,234.62,$54.99,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20SWORDFISH&id=26665,"1,582 MBytes/Sec",804 MBytes/Sec,803 MBytes/Sec,52 MBytes/Sec
51,ADATA SX300,119.2 GB,"3,212",5466,18.65,$172.21*,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20SX300&id=17824,NA,NA,NA,NA
52,ADATA SX8200PNP,476.9 GB,"17,499",1436,463.05,$37.79,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20SX8200PNP&id=17916,"2,680 MBytes/Sec",780 MBytes/Sec,497 MBytes/Sec,73 MBytes/Sec
53,ADATA SX910,119.2 GB,"3,087",5726,14.03,$220.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20SX910%20128GB&id=2886,430 MBytes/Sec,287 MBytes/Sec,289 MBytes/Sec,26 MBytes/Sec
54,ADATA SX910 128GB,119.2 GB,"3,632",4617,27.94,$129.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20SX910%20512GB&id=4882,NA,NA,NA,NA
55,ADATA SX910 512GB,476.9 GB,"4,750",3151,36.54,$129.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20SX930&id=20074,410 MBytes/Sec,361 MBytes/Sec,225 MBytes/Sec,31 MBytes/Sec
56,ADATA SX930,111.8 GB,"3,193",5505,13.21,$241.62*,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20SX950&id=21469,NA,NA,NA,NA
57,ADATA XPG SX8000 128GB,119.2 GB,"5,184",3013,92.61,$55.98*,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20XPG%20SX8000%201TB&id=21833,NA,NA,NA,NA
58,ADATA XPG SX8000 256GB,238.5 GB,"9,793",2579,65.28,$150.01,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20XPG%20SX8000%20512GB&id=21044,"1,746 MBytes/Sec",745 MBytes/Sec,673 MBytes/Sec,45 MBytes/Sec
59,ADATA XPG SX900 128GB,119.2 GB,"3,353",5166,32.38,$103.53*,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20XPG%20SX900%20256GB&id=2198,456 MBytes/Sec,368 MBytes/Sec,350 MBytes/Sec,27 MBytes/Sec
60,ADATA XPG SX900 256GB,238.5 GB,"4,210",3634,17.25,$244.11*,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20XPG%20SX900%20512GB&id=8985,475 MBytes/Sec,279 MBytes/Sec,384 MBytes/Sec,17 MBytes/Sec
61,ADATA XPG SX900 64GB,59.6 GB,"2,170",7148,16.09,$134.87*,https://www.harddrivebenchmark.net/hdd.php?hdd=ADATA%20XPG%20SX910%20128GB&id=3788,NA,NA,NA,NA
62,ADATA XPG SX910 128GB,119.2 GB,"1,959",7328,18.66,$104.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=addlink%20M.2%20PCIE%20G3x4%20NVMe&id=24132,"2,794 MBytes/Sec","2,259 MBytes/Sec","1,963 MBytes/Sec",73 MBytes/Sec
63,addlink S70 M.2 G3x4 1TB,953.9 GB,"20,458",1104,163.82,$124.88*,https://www.harddrivebenchmark.net/hdd.php?hdd=addlink%20S70%20M.2%20G3x4%20256GB&id=23423,"1,725 MBytes/Sec",553 MBytes/Sec,552 MBytes/Sec,49 MBytes/Sec
64,ANACOMDA TB 240GB SSD,223.6 GB,"2,895",6097,132.85,$21.79,https://www.harddrivebenchmark.net/hdd.php?hdd=ANACOMDA%20TS%20240GB%20SSD&id=22902,316 MBytes/Sec,194 MBytes/Sec,103 MBytes/Sec,8 MBytes/Sec
65,Apacer AS330 480GB,447.1 GB,"4,324",3482,30.89,$139.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Apacer%20AS340%20120GB&id=13031,419 MBytes/Sec,244 MBytes/Sec,166 MBytes/Sec,23 MBytes/Sec
66,Axiom Signature III SSD,223.6 GB,"3,295",5294,40.37,$81.61*,https://www.harddrivebenchmark.net/hdd.php?hdd=Axisplus%2032GB%20SSD&id=13271,NA,NA,NA,NA
67,AXNS381E-128GM-B,119.2 GB,"2,463",6793,42.48,$57.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=AXNS381E-256GM-B&id=8143,452 MBytes/Sec,184 MBytes/Sec,132 MBytes/Sec,29 MBytes/Sec
68,BC501 NVMe SK hynix 128GB,119.2 GB,"4,793",3129,149.83,$31.99,https://www.harddrivebenchmark.net/hdd.php?hdd=BC501%20NVMe%20SK%20hynix%20256GB&id=16925,"1,297 MBytes/Sec",601 MBytes/Sec,700 MBytes/Sec,42 MBytes/Sec
69,BC501 NVMe SK hynix 256GB,238.5 GB,"9,294",2632,351.37,$26.45,https://www.harddrivebenchmark.net/hdd.php?hdd=BC501%20NVMe%20SK%20hynix%20512GB&id=22757,"1,368 MBytes/Sec",662 MBytes/Sec,768 MBytes/Sec,44 MBytes/Sec
70,BC501 NVMe SK hynix 512GB,476.9 GB,"9,905",2555,148.38,$66.75,https://www.harddrivebenchmark.net/hdd.php?hdd=BC501A%20NVMe%20SK%20hynix%20128GB&id=24680,954 MBytes/Sec,253 MBytes/Sec,296 MBytes/Sec,41 MBytes/Sec
71,BC511 NVMe SK hynix 256GB,238.5 GB,"9,357",2628,619.23,$15.11,https://www.harddrivebenchmark.net/hdd.php?hdd=BC511%20NVMe%20SK%20hynix%20512GB&id=24644,"1,519 MBytes/Sec",775 MBytes/Sec,866 MBytes/Sec,58 MBytes/Sec
72,BC711 NVMe SK hynix 1TB,953.9 GB,"21,580",957,380.67,$56.69,https://www.harddrivebenchmark.net/hdd.php?hdd=BC711%20NVMe%20SK%20hynix%20256GB&id=28386,"2,296 MBytes/Sec","1,150 MBytes/Sec","1,212 MBytes/Sec",71 MBytes/Sec
73,BC711 NVMe SK hynix 256GB,238.5 GB,"16,378",1564,528.48,$30.99,https://www.harddrivebenchmark.net/hdd.php?hdd=BC711%20NVMe%20SK%20hynix%20512GB&id=27667,"2,314 MBytes/Sec","1,564 MBytes/Sec","1,867 MBytes/Sec",72 MBytes/Sec
74,BIWIN SSD 120GB,111.8 GB,"2,796",6289,69.92,$39.99,https://www.harddrivebenchmark.net/hdd.php?hdd=BIWIN%20SSD%20128GB&id=17493,488 MBytes/Sec,318 MBytes/Sec,144 MBytes/Sec,17 MBytes/Sec
75,BIWIN SSD 128GB,119.2 GB,"3,394",5083,84.86,$39.99,https://www.harddrivebenchmark.net/hdd.php?hdd=BIWIN%20SSD%2016GB&id=18327,NA,NA,NA,NA
76,BIWIN SSD 256GB,238.5 GB,"3,959",4015,39.60,$99.99,https://www.harddrivebenchmark.net/hdd.php?hdd=BIWIN%20SSD%2032GB&id=18475,NA,NA,NA,NA
77,BP4 mSATA SSD,223.6 GB,"2,631",6544,14.62,$179.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=BP4%20mSATA%20SSD&id=19534,NA,NA,NA,NA
78,BP4e mSATA SSD,223.6 GB,"2,888",6111,35.22,$81.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=BP4e%20mSATA%20SSD&id=19366,NA,NA,NA,NA
79,BR 128GB,119.2 GB,"4,068",3839,147.01,$27.67,https://www.harddrivebenchmark.net/hdd.php?hdd=BR%20240G&id=22875,482 MBytes/Sec,330 MBytes/Sec,123 MBytes/Sec,21 MBytes/Sec
80,BR 256GB,238.5 GB,"4,254",3577,128.05,$33.22,https://www.harddrivebenchmark.net/hdd.php?hdd=BR%20512GB&id=26772,"1,117 MBytes/Sec",842 MBytes/Sec,464 MBytes/Sec,29 MBytes/Sec
81,BR 512GB,476.9 GB,"8,613",2700,194.28,$44.33,https://www.harddrivebenchmark.net/hdd.php?hdd=BR%2064GB&id=16864,NA,NA,NA,NA
82,Colorful CN600 128GB,119.2 GB,"8,732",2688,146.30,$59.69,https://www.harddrivebenchmark.net/hdd.php?hdd=Colorful%20CN600%201TB&id=26807,"1,582 MBytes/Sec","1,121 MBytes/Sec",536 MBytes/Sec,21 MBytes/Sec
83,Colorful CN600 1TB,931.5 GB,"11,587",2317,97.38,$118.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Colorful%20CN600%20256GB&id=24596,"1,863 MBytes/Sec","1,253 MBytes/Sec",531 MBytes/Sec,33 MBytes/Sec
84,Colorful CN600 256GB,238.5 GB,"12,900",2085,161.88,$79.69,https://www.harddrivebenchmark.net/hdd.php?hdd=Colorful%20CN600%20512GB&id=25241,"2,069 MBytes/Sec","1,503 MBytes/Sec",861 MBytes/Sec,44 MBytes/Sec
85,Colorful CN600 512GB,476.9 GB,"15,161",1720,252.73,$59.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Colorful%20CN600%20512GB%20PRO&id=34731,"2,657 MBytes/Sec","2,267 MBytes/Sec",703 MBytes/Sec,50 MBytes/Sec
86,Colorful SL300 120GB,111.8 GB,"2,560",6652,64.49,$39.69,https://www.harddrivebenchmark.net/hdd.php?hdd=Colorful%20SL300%20128GB&id=15138,445 MBytes/Sec,282 MBytes/Sec,162 MBytes/Sec,19 MBytes/Sec
87,Colorful SL300 128GB,119.2 GB,"3,161",5565,79.05,$39.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Colorful%20SL300%20160GB&id=15798,340 MBytes/Sec,177 MBytes/Sec,81 MBytes/Sec,14 MBytes/Sec
88,Colorful SL300 160GB,149 GB,"2,212",7108,39.03,$56.69*,https://www.harddrivebenchmark.net/hdd.php?hdd=Colorful%20SL300%2060GB&id=22419,NA,NA,NA,NA
89,Colorful SL500 240GB,223.6 GB,"2,739",6377,49.19,$55.69,https://www.harddrivebenchmark.net/hdd.php?hdd=Colorful%20SL500%20256GB&id=22456,480 MBytes/Sec,366 MBytes/Sec,88 MBytes/Sec,12 MBytes/Sec
90,Colorful SL500 256GB,238.5 GB,"3,365",5135,59.15,$56.89,https://www.harddrivebenchmark.net/hdd.php?hdd=Colorful%20SL500%20320GB&id=15637,362 MBytes/Sec,190 MBytes/Sec,73 MBytes/Sec,11 MBytes/Sec
91,Colorful SL500 512GB,476.9 GB,"3,302",5282,43.62,$75.69,https://www.harddrivebenchmark.net/hdd.php?hdd=Colorful%20SL500%20640GB&id=15602,284 MBytes/Sec,45 MBytes/Sec,68 MBytes/Sec,11 MBytes/Sec
92,Corsair Accelerator SSD,41.9 GB,"1,325",7842,24.10,$54.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20CMFSSD-128D1&id=1050,NA,NA,NA,NA
93,Corsair CMFSSD-128D1,119.2 GB,767,8546,15.36,$49.95*,https://www.harddrivebenchmark.net/hdd.php?hdd=CORSAIR%20CMFSSD-128GB&id=5242,NA,NA,NA,NA
94,CORSAIR CMFSSD-128GB,119.2 GB,"1,138",8040,7.93,$143.55*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20CMFSSD-128GBG2D&id=1051,NA,NA,NA,NA
95,Corsair CMFSSD-128GBG2D,119.2 GB,990,8209,19.42,$50.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20CMFSSD-256D1&id=1052,NA,NA,NA,NA
96,Corsair CMFSSD-256GBG2D,238.5 GB,950,8266,13.02,$72.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20CMFSSD-32D1&id=1054,NA,NA,NA,NA
97,Corsair CMFSSD-64D1,59.6 GB,729,8634,9.23,$79.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20CMFSSD-64GBG2D&id=1056,NA,NA,NA,NA
98,Corsair CMFSSD-64GBG2D,59.6 GB,971,8234,6.74,$144.08*,https://www.harddrivebenchmark.net/hdd.php?hdd=CORSAIR%20CMFSSD-64NI&id=6811,NA,NA,NA,NA
99,Corsair CSSD-F115GB2-A,107 GB,"1,487",7704,8.62,$172.59*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20CSSD-F12&id=3455,NA,NA,NA,NA
100,Corsair CSSD-F120GB2,111.8 GB,"1,702",7521,18.91,$89.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20CSSD-F160GBP2&id=1058,NA,NA,NA,NA
101,Corsair CSSD-F160GBP2,165.2 GB,"1,467",7725,5.06,$289.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20CSSD-F180GB2&id=3378,NA,NA,NA,NA
102,Corsair CSSD-F180GB2,167.7 GB,"1,620",7586,8.48,$191.09*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20CSSD-F240GB2&id=1059,NA,NA,NA,NA
103,Corsair CSSD-F240GB2,214.5 GB,"1,827",7424,23.73,$76.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20CSSD-F40GB2&id=913,NA,NA,NA,NA
104,Corsair CSSD-F40GB2,37.3 GB,"1,279",7888,13.67,$93.59*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20CSSD-F60GB2&id=1,205 MBytes/Sec,107 MBytes/Sec,115 MBytes/Sec,26 MBytes/Sec
105,Corsair CSSD-F60GB2,55.9 GB,"1,593",7606,39.84,$40.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20CSSD-F60GB2-A&id=67,NA,NA,NA,NA
106,Corsair CSSD-F60GB2-A,55.9 GB,"1,483",7709,11.86,$124.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20CSSD-F80GB2-A&id=1060,NA,NA,NA,NA
107,Corsair CSSD-F80GB2-A,74.4 GB,"1,217",7956,16.23,$74.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20CSSD-F80GBP2&id=1061,NA,NA,NA,NA
108,Corsair CSSD-F80GBP2,83.8 GB,"1,339",7824,7.24,$184.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20CSSD-F90GB2&id=1062,NA,NA,NA,NA
109,Corsair CSSD-F90GB2,83.7 GB,"1,761",7478,10.97,$160.59*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20CSSD-R60GB2&id=1063,NA,NA,NA,NA
110,Corsair CSSD-R60GB2,56.2 GB,874,8363,4.55,$191.88*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20CSSD-V128GB2&id=1064,NA,NA,NA,NA
111,Corsair CSSD-V128GB2,119.1 GB,"1,294",7874,5.88,$219.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20CSSD-V32GB2&id=1065,NA,NA,NA,NA
112,Corsair CSSD-V32GB2,29.7 GB,807,8473,10.40,$77.59*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20CSSD-V64GB2&id=1066,NA,NA,NA,NA
113,Corsair CSSD-V64GB2,59.5 GB,"1,025",8164,7.32,$139.95*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Force&id=5362,NA,NA,NA,NA
